lineNumber	Ticker	Name	CIK	Year	CompetitorName	CompetitorTicker	CompetitorCIK
513	LGND	LIGAND PHARMACEUTICALS	886163	2006	Company	BA	12927
513	LGND	LIGAND PHARMACEUTICALS	886163	2006	Ligand Pharmaceuticals Incorporated	LGND	886163
513	LGND	LIGAND PHARMACEUTICALS	886163	2006	"LigandnPharmaceuticals International, Inc."	TSLA	1318605
513	LGND	LIGAND PHARMACEUTICALS	886163	2006	"Seragen, Inc."	TSLA	1318605
513	LGND	LIGAND PHARMACEUTICALS	886163	2006	Eisai Co.	ESALY	948406
513	LGND	LIGAND PHARMACEUTICALS	886163	2006	LTD	MRVL	1058057
513	LGND	LIGAND PHARMACEUTICALS	886163	2006	Eisai	ESALY	948406
513	LGND	LIGAND PHARMACEUTICALS	886163	2006	Pfizer Inc.	PFE	78003
513	LGND	LIGAND PHARMACEUTICALS	886163	2006	TAP	TAP	24545
513	LGND	LIGAND PHARMACEUTICALS	886163	2006	II	IIPR	1677576
513	LGND	LIGAND PHARMACEUTICALS	886163	2006	NDA	NDAQ	1120193
513	LGND	LIGAND PHARMACEUTICALS	886163	2006	FDA	FDAGX	320351
513	LGND	LIGAND PHARMACEUTICALS	886163	2006	Kings	KINS	33992
513	LGND	LIGAND PHARMACEUTICALS	886163	2006	III	III	1371489
513	LGND	LIGAND PHARMACEUTICALS	886163	2006	ITP	ITP	1358190
513	LGND	LIGAND PHARMACEUTICALS	886163	2006	Pfizer	PFE	78003
513	LGND	LIGAND PHARMACEUTICALS	886163	2006	GlaxoSmithKline	GSK	1131399
513	LGND	LIGAND PHARMACEUTICALS	886163	2006	Eli Lilly and Company	LLY	59478
513	LGND	LIGAND PHARMACEUTICALS	886163	2006	Lilly	LLY	59478
513	LGND	LIGAND PHARMACEUTICALS	886163	2006	PPAR	PPARX	898745
513	LGND	LIGAND PHARMACEUTICALS	886163	2006	LDL	LDL	60977
513	LGND	LIGAND PHARMACEUTICALS	886163	2006	"Eisai, Inc."	ESALY	948406
513	LGND	LIGAND PHARMACEUTICALS	886163	2006	AmerisourceBergen Corporation	ABC	1140859
513	LGND	LIGAND PHARMACEUTICALS	886163	2006	"Cardinal Health, Inc."	CAH	721371
513	LGND	LIGAND PHARMACEUTICALS	886163	2006	Elan	ELAN	1739104
513	LGND	LIGAND PHARMACEUTICALS	886163	2006	DEA	DEA	1622194
513	LGND	LIGAND PHARMACEUTICALS	886163	2006	LLC	APO	1411494
524	USNA	USANA HEALTH SCIENCES INC	896264	2017	Customers	CUBI	1488813
524	USNA	USANA HEALTH SCIENCES INC	896264	2017	Associates	MANH	1056696
524	USNA	USANA HEALTH SCIENCES INC	896264	2017	Customer	CUBI	1488813
524	USNA	USANA HEALTH SCIENCES INC	896264	2017	Associate	MANH	1056696
524	USNA	USANA HEALTH SCIENCES INC	896264	2017	USANA	USNA	896264
524	USNA	USANA HEALTH SCIENCES INC	896264	2017	FCPA	FCPAX	729218
524	USNA	USANA HEALTH SCIENCES INC	896264	2017	FDA	FDAGX	320351
524	USNA	USANA HEALTH SCIENCES INC	896264	2017	TGA	TGA	736744
524	USNA	USANA HEALTH SCIENCES INC	896264	2017	CFDA	CFDAX	1464413
524	USNA	USANA HEALTH SCIENCES INC	896264	2017	Management	NLY	1043219
524	USNA	USANA HEALTH SCIENCES INC	896264	2017	Company	BA	12927
525	USNA	USANA HEALTH SCIENCES INC	896264	2016	Associates	MANH	1056696
525	USNA	USANA HEALTH SCIENCES INC	896264	2016	FDA	FDAGX	320351
525	USNA	USANA HEALTH SCIENCES INC	896264	2016	TGA	TGA	736744
525	USNA	USANA HEALTH SCIENCES INC	896264	2016	CFDA	CFDAX	1464413
525	USNA	USANA HEALTH SCIENCES INC	896264	2016	USANA	USNA	896264
525	USNA	USANA HEALTH SCIENCES INC	896264	2016	FCPA	FCPAX	729218
525	USNA	USANA HEALTH SCIENCES INC	896264	2016	Company	BA	12927
526	USNA	USANA HEALTH SCIENCES INC	896264	2016	nWe	NWE	73088
526	USNA	USANA HEALTH SCIENCES INC	896264	2016	"Business,"	IBM	51143
526	USNA	USANA HEALTH SCIENCES INC	896264	2016	Associates	MANH	1056696
526	USNA	USANA HEALTH SCIENCES INC	896264	2016	FDA	FDAGX	320351
526	USNA	USANA HEALTH SCIENCES INC	896264	2016	TGA	TGA	736744
526	USNA	USANA HEALTH SCIENCES INC	896264	2016	CFDA	CFDAX	1464413
526	USNA	USANA HEALTH SCIENCES INC	896264	2016	"BabyCare,Ltd"	MRVL	1058057
526	USNA	USANA HEALTH SCIENCES INC	896264	2016	USANA	USNA	896264
526	USNA	USANA HEALTH SCIENCES INC	896264	2016	FCPA	FCPAX	729218
526	USNA	USANA HEALTH SCIENCES INC	896264	2016	Company	BA	12927
527	USNA	USANA HEALTH SCIENCES INC	896264	2015	nWe	NWE	73088
527	USNA	USANA HEALTH SCIENCES INC	896264	2015	"Business,"""	IBM	51143
527	USNA	USANA HEALTH SCIENCES INC	896264	2015	Associates	MANH	1056696
527	USNA	USANA HEALTH SCIENCES INC	896264	2015	"BabyCare,Ltd"	MRVL	1058057
527	USNA	USANA HEALTH SCIENCES INC	896264	2015	USANA	USNA	896264
527	USNA	USANA HEALTH SCIENCES INC	896264	2015	FCPA	FCPAX	729218
527	USNA	USANA HEALTH SCIENCES INC	896264	2015	FDA	FDAGX	320351
527	USNA	USANA HEALTH SCIENCES INC	896264	2015	TGA	TGA	736744
527	USNA	USANA HEALTH SCIENCES INC	896264	2015	CFDA	CFDAX	1464413
527	USNA	USANA HEALTH SCIENCES INC	896264	2015	Olympic	ZEUS	917470
527	USNA	USANA HEALTH SCIENCES INC	896264	2015	Company	BA	12927
527	USNA	USANA HEALTH SCIENCES INC	896264	2015	"Gull Holdings,Ltd"	MRVL	1058057
528	USNA	USANA HEALTH SCIENCES INC	896264	2013	USANA	USNA	896264
528	USNA	USANA HEALTH SCIENCES INC	896264	2013	Company	BA	12927
528	USNA	USANA HEALTH SCIENCES INC	896264	2013	Olympic	ZEUS	917470
528	USNA	USANA HEALTH SCIENCES INC	896264	2013	"Gull Holdings,Ltd"	MRVL	1058057
529	USNA	USANA HEALTH SCIENCES INC	896264	2012	"Business,"	IBM	51143
529	USNA	USANA HEALTH SCIENCES INC	896264	2012	Associates	MANH	1056696
529	USNA	USANA HEALTH SCIENCES INC	896264	2012	USANA	USNA	896264
529	USNA	USANA HEALTH SCIENCES INC	896264	2012	"Gull Holdings,Ltd"	MRVL	1058057
529	USNA	USANA HEALTH SCIENCES INC	896264	2012	Company	BA	12927
529	USNA	USANA HEALTH SCIENCES INC	896264	2012	FDA	FDAGX	320351
529	USNA	USANA HEALTH SCIENCES INC	896264	2012	TGA	TGA	736744
529	USNA	USANA HEALTH SCIENCES INC	896264	2012	FCPA	FCPAX	729218
529	USNA	USANA HEALTH SCIENCES INC	896264	2012	"SAFE"""	SB	1434754
530	USNA	USANA HEALTH SCIENCES INC	896264	2011	nWe	NWE	73088
530	USNA	USANA HEALTH SCIENCES INC	896264	2011	Associates	MANH	1056696
530	USNA	USANA HEALTH SCIENCES INC	896264	2011	USANA	USNA	896264
530	USNA	USANA HEALTH SCIENCES INC	896264	2011	"Gull Holdings,Ltd"	MRVL	1058057
530	USNA	USANA HEALTH SCIENCES INC	896264	2011	Company	BA	12927
530	USNA	USANA HEALTH SCIENCES INC	896264	2011	FDA	FDAGX	320351
530	USNA	USANA HEALTH SCIENCES INC	896264	2011	TGA	TGA	736744
530	USNA	USANA HEALTH SCIENCES INC	896264	2011	FCPA	FCPAX	729218
530	USNA	USANA HEALTH SCIENCES INC	896264	2011	SAFE	SB	1434754
531	USNA	USANA HEALTH SCIENCES INC	896264	2011	"Item 1, Business"	IBM	51143
531	USNA	USANA HEALTH SCIENCES INC	896264	2011	Associates	MANH	1056696
531	USNA	USANA HEALTH SCIENCES INC	896264	2011	USANA	USNA	896264
531	USNA	USANA HEALTH SCIENCES INC	896264	2011	"Gull Holdings,Ltd"	MRVL	1058057
531	USNA	USANA HEALTH SCIENCES INC	896264	2011	FDA	FDAGX	320351
531	USNA	USANA HEALTH SCIENCES INC	896264	2011	FCPA	FCPAX	729218
531	USNA	USANA HEALTH SCIENCES INC	896264	2011	SAFE	SAFE	1688852
531	USNA	USANA HEALTH SCIENCES INC	896264	2011	Company	BA	12927
532	USNA	USANA HEALTH SCIENCES INC	896264	2010	"Item1,nBusiness,"""	NEWT	1587987
532	USNA	USANA HEALTH SCIENCES INC	896264	2010	Associates	MANH	1056696
532	USNA	USANA HEALTH SCIENCES INC	896264	2010	USANA	USNA	896264
532	USNA	USANA HEALTH SCIENCES INC	896264	2010	"Gull Holdings,Ltd"	MRVL	1058057
532	USNA	USANA HEALTH SCIENCES INC	896264	2010	Company	BA	12927
532	USNA	USANA HEALTH SCIENCES INC	896264	2010	FDA	FDAGX	320351
533	USNA	USANA HEALTH SCIENCES INC	896264	2009	Associates	MANH	1056696
533	USNA	USANA HEALTH SCIENCES INC	896264	2009	USANA	USNA	896264
533	USNA	USANA HEALTH SCIENCES INC	896264	2009	"Gull Holdings,Ltd"	MRVL	1058057
533	USNA	USANA HEALTH SCIENCES INC	896264	2009	Company	BA	12927
533	USNA	USANA HEALTH SCIENCES INC	896264	2009	FDA	FDAGX	320351
534	USNA	USANA HEALTH SCIENCES INC	896264	2007	Associates	MANH	1056696
534	USNA	USANA HEALTH SCIENCES INC	896264	2007	USANA	USNA	896264
534	USNA	USANA HEALTH SCIENCES INC	896264	2007	"Gull Holdings,Ltd"	MRVL	1058057
534	USNA	USANA HEALTH SCIENCES INC	896264	2007	FDA	FDAGX	320351
534	USNA	USANA HEALTH SCIENCES INC	896264	2007	Company	BA	12927
535	USNA	USANA HEALTH SCIENCES INC	896264	2006	Associates	MANH	1056696
535	USNA	USANA HEALTH SCIENCES INC	896264	2006	USANA	USNA	896264
535	USNA	USANA HEALTH SCIENCES INC	896264	2006	FDA	FDAGX	320351
535	USNA	USANA HEALTH SCIENCES INC	896264	2006	Associate	MANH	1056696
535	USNA	USANA HEALTH SCIENCES INC	896264	2006	Company	BA	12927
535	USNA	USANA HEALTH SCIENCES INC	896264	2006	Olympic	ZEUS	917470
536	USNA	USANA HEALTH SCIENCES INC	896264	2005	Associates	MANH	1056696
536	USNA	USANA HEALTH SCIENCES INC	896264	2005	USANA	USNA	896264
536	USNA	USANA HEALTH SCIENCES INC	896264	2005	FDA	FDAGX	320351
536	USNA	USANA HEALTH SCIENCES INC	896264	2005	Associate	MANH	1056696
536	USNA	USANA HEALTH SCIENCES INC	896264	2005	Company	BA	12927
544	ANIK	ANIKA THERAPEUTICS INC	898437	2017	FDA	FDAGX	320351
545	ANIK	ANIKA THERAPEUTICS INC	898437	2016	FDA	FDAGX	320351
546	ANIK	ANIKA THERAPEUTICS INC	898437	2015	FDA	FDAGX	320351
546	ANIK	ANIKA THERAPEUTICS INC	898437	2015	"Canada,nEurope"	GOOS	1690511
546	ANIK	ANIKA THERAPEUTICS INC	898437	2015	Centers	SKT	899715
547	ANIK	ANIKA THERAPEUTICS INC	898437	2014	FDA	FDAGX	320351
548	ANIK	ANIKA THERAPEUTICS INC	898437	2013	Form	FORM	1039399
548	ANIK	ANIKA THERAPEUTICS INC	898437	2013	FDA	FDAGX	320351
548	ANIK	ANIKA THERAPEUTICS INC	898437	2013	PMA	PMAIX	1331854
548	ANIK	ANIKA THERAPEUTICS INC	898437	2013	QSR	QSR	1618756
548	ANIK	ANIKA THERAPEUTICS INC	898437	2013	Company	BA	12927
548	ANIK	ANIKA THERAPEUTICS INC	898437	2013	Congress	CMLIX	811030
548	ANIK	ANIKA THERAPEUTICS INC	898437	2013	United	UPS	1090727
549	ANIK	ANIKA THERAPEUTICS INC	898437	2012	FDA	FDAGX	320351
549	ANIK	ANIKA THERAPEUTICS INC	898437	2012	PMA	PMAIX	1331854
549	ANIK	ANIKA THERAPEUTICS INC	898437	2012	Company	BA	12927
549	ANIK	ANIKA THERAPEUTICS INC	898437	2012	QSR	QSR	1618756
549	ANIK	ANIKA THERAPEUTICS INC	898437	2012	Congress	CMLIX	811030
549	ANIK	ANIKA THERAPEUTICS INC	898437	2012	CMS	CMS	811156
549	ANIK	ANIKA THERAPEUTICS INC	898437	2012	Bank of America	BAC	70858
549	ANIK	ANIKA THERAPEUTICS INC	898437	2012	B&L	B	9984
550	ANIK	ANIKA THERAPEUTICS INC	898437	2011	FDA	FDAGX	320351
550	ANIK	ANIKA THERAPEUTICS INC	898437	2011	PMA	PMAIX	1331854
550	ANIK	ANIKA THERAPEUTICS INC	898437	2011	EMA	EMAN	1046995
550	ANIK	ANIKA THERAPEUTICS INC	898437	2011	QSR	QSR	1618756
550	ANIK	ANIKA THERAPEUTICS INC	898437	2011	Medtronic	MDT	1613103
550	ANIK	ANIKA THERAPEUTICS INC	898437	2011	Congress	CMLIX	811030
550	ANIK	ANIKA THERAPEUTICS INC	898437	2011	CMS	CMS	811156
550	ANIK	ANIKA THERAPEUTICS INC	898437	2011	United	UPS	1090727
550	ANIK	ANIKA THERAPEUTICS INC	898437	2011	B&L	B	9984
551	ANIK	ANIKA THERAPEUTICS INC	898437	2010	FDA	FDAGX	320351
551	ANIK	ANIKA THERAPEUTICS INC	898437	2010	PMA	PMAIX	1331854
551	ANIK	ANIKA THERAPEUTICS INC	898437	2010	Company	BA	12927
551	ANIK	ANIKA THERAPEUTICS INC	898437	2010	EMA	EMAN	1046995
551	ANIK	ANIKA THERAPEUTICS INC	898437	2010	QSR	QSR	1618756
551	ANIK	ANIKA THERAPEUTICS INC	898437	2010	Bausch& Lomb	BHC	885590
551	ANIK	ANIKA THERAPEUTICS INC	898437	2010	STAAR Surgical Company	STAA	718937
551	ANIK	ANIKA THERAPEUTICS INC	898437	2010	"Hoya Surgical Optics, Inc."	TSLA	1318605
551	ANIK	ANIKA THERAPEUTICS INC	898437	2010	Congress	CMLIX	811030
551	ANIK	ANIKA THERAPEUTICS INC	898437	2010	CMS	CMS	811156
552	ANIK	ANIKA THERAPEUTICS INC	898437	2009	FDA	FDAGX	320351
552	ANIK	ANIKA THERAPEUTICS INC	898437	2009	PMA	PMAIX	1331854
552	ANIK	ANIKA THERAPEUTICS INC	898437	2009	EMA	EMAN	1046995
552	ANIK	ANIKA THERAPEUTICS INC	898437	2009	QSR	QSR	1618756
552	ANIK	ANIKA THERAPEUTICS INC	898437	2009	Bausch& Lomb	BHC	885590
552	ANIK	ANIKA THERAPEUTICS INC	898437	2009	Congress	CMLIX	811030
552	ANIK	ANIKA THERAPEUTICS INC	898437	2009	CMS	CMS	811156
553	ANIK	ANIKA THERAPEUTICS INC	898437	2008	FDA	FDAGX	320351
553	ANIK	ANIKA THERAPEUTICS INC	898437	2008	PMA	PMAIX	1331854
553	ANIK	ANIKA THERAPEUTICS INC	898437	2008	QSR	QSR	1618756
553	ANIK	ANIKA THERAPEUTICS INC	898437	2008	Bausch& Lomb	BHC	885590
553	ANIK	ANIKA THERAPEUTICS INC	898437	2008	Congress	CMLIX	811030
553	ANIK	ANIKA THERAPEUTICS INC	898437	2008	CMS	CMS	811156
554	ANIK	ANIKA THERAPEUTICS INC	898437	2007	FDA	FDAGX	320351
554	ANIK	ANIKA THERAPEUTICS INC	898437	2007	PMA	PMAIX	1331854
554	ANIK	ANIKA THERAPEUTICS INC	898437	2007	QSR	QSR	1618756
554	ANIK	ANIKA THERAPEUTICS INC	898437	2007	Bausch& Lomb's	BHC	885590
554	ANIK	ANIKA THERAPEUTICS INC	898437	2007	Bausch&nLomb	BHC	885590
554	ANIK	ANIKA THERAPEUTICS INC	898437	2007	Bausch& Lomb	BHC	885590
554	ANIK	ANIKA THERAPEUTICS INC	898437	2007	Johnson& Johnson	JNJ	200406
554	ANIK	ANIKA THERAPEUTICS INC	898437	2007	"DePuy Mitek,Inc."	TSLA	1318605
554	ANIK	ANIKA THERAPEUTICS INC	898437	2007	JNJ	JNJ	200406
554	ANIK	ANIKA THERAPEUTICS INC	898437	2007	Congress	CMLIX	811030
554	ANIK	ANIKA THERAPEUTICS INC	898437	2007	CMS	CMS	811156
555	ANIK	ANIKA THERAPEUTICS INC	898437	2006	FDA	FDAGX	320351
555	ANIK	ANIKA THERAPEUTICS INC	898437	2006	PMA	PMAIX	1331854
555	ANIK	ANIKA THERAPEUTICS INC	898437	2006	QSR	QSR	1618756
555	ANIK	ANIKA THERAPEUTICS INC	898437	2006	Bausch& Lombs	BHC	885590
555	ANIK	ANIKA THERAPEUTICS INC	898437	2006	Bausch& Lomb	BHC	885590
555	ANIK	ANIKA THERAPEUTICS INC	898437	2006	Johnson& Johnson	JNJ	200406
555	ANIK	ANIKA THERAPEUTICS INC	898437	2006	Bausch&nLomb	BHC	885590
555	ANIK	ANIKA THERAPEUTICS INC	898437	2006	Congress	CMLIX	811030
555	ANIK	ANIKA THERAPEUTICS INC	898437	2006	CMS	CMS	811156
556	ANIK	ANIKA THERAPEUTICS INC	898437	2005	FDA	FDAGX	320351
556	ANIK	ANIKA THERAPEUTICS INC	898437	2005	PMA	PMAIX	1331854
556	ANIK	ANIKA THERAPEUTICS INC	898437	2005	QSR	QSR	1618756
556	ANIK	ANIKA THERAPEUTICS INC	898437	2005	Bausch& Lombs	BHC	885590
556	ANIK	ANIKA THERAPEUTICS INC	898437	2005	Bausch& Lomb	BHC	885590
556	ANIK	ANIKA THERAPEUTICS INC	898437	2005	Bausch&nLomb	BHC	885590
556	ANIK	ANIKA THERAPEUTICS INC	898437	2005	"Pfizer,Inc."	PFE	78003
556	ANIK	ANIKA THERAPEUTICS INC	898437	2005	Johnson& Johnson	JNJ	200406
556	ANIK	ANIKA THERAPEUTICS INC	898437	2005	JNJ	JNJ	200406
556	ANIK	ANIKA THERAPEUTICS INC	898437	2005	Congress	CMLIX	811030
556	ANIK	ANIKA THERAPEUTICS INC	898437	2005	CMS	CMS	811156
556	ANIK	ANIKA THERAPEUTICS INC	898437	2005	Nasdaq Stock Market	NDAQ	1120193
563	NKTR	NEKTAR THERAPEUTICS	906709	2017	Bristol-Myers Squibb	BMY	14272
563	NKTR	NEKTAR THERAPEUTICS	906709	2017	FDA	FDAGX	320351
563	NKTR	NEKTAR THERAPEUTICS	906709	2017	IRB	IRBT	1159167
563	NKTR	NEKTAR THERAPEUTICS	906709	2017	NDA	NDAQ	1120193
563	NKTR	NEKTAR THERAPEUTICS	906709	2017	AstraZeneca	AZN	901832
563	NKTR	NEKTAR THERAPEUTICS	906709	2017	OIC	OICAX	763852
563	NKTR	NEKTAR THERAPEUTICS	906709	2017	Bayer	BAYRY	1144145
563	NKTR	NEKTAR THERAPEUTICS	906709	2017	Lilly	LLY	59478
563	NKTR	NEKTAR THERAPEUTICS	906709	2017	Nektar	NKTR	906709
563	NKTR	NEKTAR THERAPEUTICS	906709	2017	Healthcare	THC	70318
563	NKTR	NEKTAR THERAPEUTICS	906709	2017	CMS	CMS	811156
563	NKTR	NEKTAR THERAPEUTICS	906709	2017	ASC	ASC	1577437
563	NKTR	NEKTAR THERAPEUTICS	906709	2017	Congress	CMLIX	811030
563	NKTR	NEKTAR THERAPEUTICS	906709	2017	Biogen Inc.	BIIB	875045
563	NKTR	NEKTAR THERAPEUTICS	906709	2017	"Savient Pharmaceuticals, Inc."	TSLA	1318605
563	NKTR	NEKTAR THERAPEUTICS	906709	2017	Laboratories Ltd.	RDY	1135951
563	NKTR	NEKTAR THERAPEUTICS	906709	2017	"Mountain View Pharmaceuticals, Inc."	TSLA	1318605
563	NKTR	NEKTAR THERAPEUTICS	906709	2017	A/S	AKS	918160
563	NKTR	NEKTAR THERAPEUTICS	906709	2017	"Merck& Co., Inc."	MRK	310158
563	NKTR	NEKTAR THERAPEUTICS	906709	2017	"Progenics Pharmaceuticals, Inc."	PGNX	835887
563	NKTR	NEKTAR THERAPEUTICS	906709	2017	"Salix Pharmaceuticals, Ltd."	MRVL	1058057
563	NKTR	NEKTAR THERAPEUTICS	906709	2017	Limited	BABA	1577552
563	NKTR	NEKTAR THERAPEUTICS	906709	2017	"Sucampo Pharmaceuticals, Inc."	TSLA	1318605
563	NKTR	NEKTAR THERAPEUTICS	906709	2017	Alkermes	ALKS	1520262
563	NKTR	NEKTAR THERAPEUTICS	906709	2017	"Theravance, Inc."	TBPH	1583107
563	NKTR	NEKTAR THERAPEUTICS	906709	2017	Takeda Pharmaceutical Company Limited	TAK	1395064
563	NKTR	NEKTAR THERAPEUTICS	906709	2017	Biogen	BIIB	875045
563	NKTR	NEKTAR THERAPEUTICS	906709	2017	"Acura Pharmaceuticals, Inc."	ACUR	786947
563	NKTR	NEKTAR THERAPEUTICS	906709	2017	"Cara Therapeutics, Inc."	CARA	1346830
563	NKTR	NEKTAR THERAPEUTICS	906709	2017	"Collegium Pharmaceutical, Inc."	COLL	1267565
563	NKTR	NEKTAR THERAPEUTICS	906709	2017	"Elite Pharmaceuticals, Inc."	ELTP	1053369
563	NKTR	NEKTAR THERAPEUTICS	906709	2017	"KemPharm, Inc."	KMPH	1434647
563	NKTR	NEKTAR THERAPEUTICS	906709	2017	"Pfizer, Inc."	PFE	78003
563	NKTR	NEKTAR THERAPEUTICS	906709	2017	Bristol-Myers Squibb Company	BMY	14272
563	NKTR	NEKTAR THERAPEUTICS	906709	2017	Eli Lilly& Co.	LLY	59478
563	NKTR	NEKTAR THERAPEUTICS	906709	2017	"Johnson, Pfizer Inc."	JNJ	200406
563	NKTR	NEKTAR THERAPEUTICS	906709	2017	TIL	TLRY	1731348
563	NKTR	NEKTAR THERAPEUTICS	906709	2017	LLC	APO	1411494
563	NKTR	NEKTAR THERAPEUTICS	906709	2017	Celgene Corporation	CELG	816284
563	NKTR	NEKTAR THERAPEUTICS	906709	2017	"Novartis, Alkermes, Altor"	NVS	1114448
563	NKTR	NEKTAR THERAPEUTICS	906709	2017	Merck	MRK	310158
563	NKTR	NEKTAR THERAPEUTICS	906709	2017	"Targazyme, Inc."	TSLA	1318605
563	NKTR	NEKTAR THERAPEUTICS	906709	2017	"Tract Therapeutics, Inc."	TSLA	1318605
563	NKTR	NEKTAR THERAPEUTICS	906709	2017	Amgen Inc.	AMGN	318154
563	NKTR	NEKTAR THERAPEUTICS	906709	2017	"Tolera Therapeutics, Inc."	TSLA	1318605
563	NKTR	NEKTAR THERAPEUTICS	906709	2017	Caladrius BioSciences	CLBS	320017
564	NKTR	NEKTAR THERAPEUTICS	906709	2016	FDA	FDAGX	320351
564	NKTR	NEKTAR THERAPEUTICS	906709	2016	IRB	IRBT	1159167
564	NKTR	NEKTAR THERAPEUTICS	906709	2016	AstraZeneca	AZN	901832
564	NKTR	NEKTAR THERAPEUTICS	906709	2016	OIC	OICAX	763852
564	NKTR	NEKTAR THERAPEUTICS	906709	2016	Bayer	BAYRY	1144145
564	NKTR	NEKTAR THERAPEUTICS	906709	2016	Halozyme	HALO	1159036
564	NKTR	NEKTAR THERAPEUTICS	906709	2016	Biogen Inc.	BIIB	875045
564	NKTR	NEKTAR THERAPEUTICS	906709	2016	"Savient Pharmaceuticals, Inc."	TSLA	1318605
564	NKTR	NEKTAR THERAPEUTICS	906709	2016	Laboratories Ltd.	RDY	1135951
564	NKTR	NEKTAR THERAPEUTICS	906709	2016	"Mountain View Pharmaceuticals, Inc."	TSLA	1318605
564	NKTR	NEKTAR THERAPEUTICS	906709	2016	A/S	AKS	918160
564	NKTR	NEKTAR THERAPEUTICS	906709	2016	"Merck& Co., Inc."	MRK	310158
564	NKTR	NEKTAR THERAPEUTICS	906709	2016	"Progenics Pharmaceuticals, Inc."	PGNX	835887
564	NKTR	NEKTAR THERAPEUTICS	906709	2016	"Salix Pharmaceuticals, Ltd."	MRVL	1058057
564	NKTR	NEKTAR THERAPEUTICS	906709	2016	Limited	BABA	1577552
564	NKTR	NEKTAR THERAPEUTICS	906709	2016	"Sucampo Pharmaceuticals, Inc."	TSLA	1318605
564	NKTR	NEKTAR THERAPEUTICS	906709	2016	Alkermes	ALKS	1520262
564	NKTR	NEKTAR THERAPEUTICS	906709	2016	"Theravance, Inc."	TBPH	1583107
564	NKTR	NEKTAR THERAPEUTICS	906709	2016	Takeda Pharmaceutical Company Limited	TAK	1395064
564	NKTR	NEKTAR THERAPEUTICS	906709	2016	Biogen	BIIB	875045
564	NKTR	NEKTAR THERAPEUTICS	906709	2016	"Acura Pharmaceuticals, Inc."	ACUR	786947
564	NKTR	NEKTAR THERAPEUTICS	906709	2016	"Cara Therapeutics, Inc."	CARA	1346830
564	NKTR	NEKTAR THERAPEUTICS	906709	2016	"Collegium Pharmaceutical, Inc."	COLL	1267565
564	NKTR	NEKTAR THERAPEUTICS	906709	2016	"Elite Pharmaceuticals, Inc."	ELTP	1053369
564	NKTR	NEKTAR THERAPEUTICS	906709	2016	"KemPharm, Inc."	KMPH	1434647
564	NKTR	NEKTAR THERAPEUTICS	906709	2016	"Pfizer, Inc."	PFE	78003
564	NKTR	NEKTAR THERAPEUTICS	906709	2016	Bristol-Myers Squibb Company	BMY	14272
564	NKTR	NEKTAR THERAPEUTICS	906709	2016	Eli Lilly& Co.	LLY	59478
564	NKTR	NEKTAR THERAPEUTICS	906709	2016	"Johnson, Pfizer Inc."	JNJ	200406
564	NKTR	NEKTAR THERAPEUTICS	906709	2016	TIL	TLRY	1731348
564	NKTR	NEKTAR THERAPEUTICS	906709	2016	LLC	APO	1411494
564	NKTR	NEKTAR THERAPEUTICS	906709	2016	Celgene Corporation	CELG	816284
564	NKTR	NEKTAR THERAPEUTICS	906709	2016	"Novartis, Alkermes, Altor"	NVS	1114448
564	NKTR	NEKTAR THERAPEUTICS	906709	2016	Merck	MRK	310158
565	NKTR	NEKTAR THERAPEUTICS	906709	2015	FDA	FDAGX	320351
565	NKTR	NEKTAR THERAPEUTICS	906709	2015	IRB	IRBT	1159167
565	NKTR	NEKTAR THERAPEUTICS	906709	2015	Novartis	NVS	1114448
565	NKTR	NEKTAR THERAPEUTICS	906709	2015	AstraZeneca	AZN	901832
565	NKTR	NEKTAR THERAPEUTICS	906709	2015	RPI	RPIBX	313212
565	NKTR	NEKTAR THERAPEUTICS	906709	2015	OIC	OICAX	763852
565	NKTR	NEKTAR THERAPEUTICS	906709	2015	Bayer	BAYRY	1144145
565	NKTR	NEKTAR THERAPEUTICS	906709	2015	Biogen Inc.	BIIB	875045
565	NKTR	NEKTAR THERAPEUTICS	906709	2015	"Savient Pharmaceuticals, Inc."	TSLA	1318605
565	NKTR	NEKTAR THERAPEUTICS	906709	2015	Laboratories Ltd.	RDY	1135951
565	NKTR	NEKTAR THERAPEUTICS	906709	2015	"Mountain View Pharmaceuticals, Inc."	TSLA	1318605
565	NKTR	NEKTAR THERAPEUTICS	906709	2015	A/S	AKS	918160
565	NKTR	NEKTAR THERAPEUTICS	906709	2015	"Merck& Co., Inc."	MRK	310158
565	NKTR	NEKTAR THERAPEUTICS	906709	2015	"Progenics Pharmaceuticals, Inc."	PGNX	835887
565	NKTR	NEKTAR THERAPEUTICS	906709	2015	"Salix Pharmaceuticals, Ltd."	MRVL	1058057
565	NKTR	NEKTAR THERAPEUTICS	906709	2015	Limited	BABA	1577552
565	NKTR	NEKTAR THERAPEUTICS	906709	2015	"Sucampo Pharmaceuticals, Inc."	TSLA	1318605
565	NKTR	NEKTAR THERAPEUTICS	906709	2015	Alkermes	ALKS	1520262
565	NKTR	NEKTAR THERAPEUTICS	906709	2015	"Theravance, Inc."	TBPH	1583107
565	NKTR	NEKTAR THERAPEUTICS	906709	2015	Takeda Pharmaceutical Company Limited	TAK	1395064
565	NKTR	NEKTAR THERAPEUTICS	906709	2015	Biogen	BIIB	875045
565	NKTR	NEKTAR THERAPEUTICS	906709	2015	Eli Lilly& Co.	LLY	59478
